본부,지사,영업소,주소,우편번호(5자리),영업소코드,영업소명
,,,대구광역시 동구,,621,동대구
,,,대구광역시 동구 율하동,,622,대구
,,,대구광역시 수성구,,623,수성
,,,,,624,청도
,,,,,625,밀양
,,,,,626,남밀양
,,,,,627,삼랑진
,,,,,628,상동
,,,경남 김해시 ,,629,김해부산
,,,,,675,서오산
,,,충청남도 논산시 ,,599,양촌
,,,,,720,밀양입구JC
,,,울산광역시 울주군,,770,울주동JC
,,,,,600,낙동JC
,,,,,611,도개
,,,,,614,서군위
,,,,,615,동군위
,,,,,616,신녕
,,,,,617,북안
,,,,,620,영천JC
,,,,,650,군위출구JC
,,,,,680,화산출구JC
,,,,,686,동영천
,,,경기도 화성시,,671,봉담
,,,경기도 화성시,,672,정남
,,,경기도 오산시,,673,북오산
,,,경기도 수원시,,691,금곡
,,,경기도 수원시,,692,동안산당수
,,,경기도 군포시,,693,남군포
,,,경기도 시흥시,,694,동시흥
,,,경기도 광명시,,695,남광명
,,,경기도 화성시,,801,남봉담
,,,경기도 화성시,,802,청요동
,,,경기도 화성시,,803,남비봉팔탄
,,,경기도 화성시,,804,화성
,,,경기도 화성시,,805,마도
,,,경기도 화성시,,806,마도서
,,,경기도 화성시,,812,청요서
,,,경상남도,,816,마도동
,,,경기도 광주시,,830,노곡
,,,경기도 광주시,,831,도척
,,,경기도 용인시,,832,포곡
,,,경기도 용인시,,833,서용인서
,,,경기도 용인시,,834,서용인동
,,,경기도 용인시,,835,서용인
,,,경기도 화성시,,836,동탄
,,,경상남도,,837,중리
,,,대구광역시,,730,유천
,,,대구광역시,,731,북현풍
,,,광주광역시,,718,남광산
,,,전라남도,,719,남장성
,,,전라남도,,547,무안공항
,,,전라남도,,548,북무안
,,,전라남도,,556,동순천
,,,부산광역시,,750,기장동JC
,,,부산광역시,,751,기장일광(KEC)
,,,경상남도 김해시,,754,김해가야휴게소
,,,부산광역시,,760,기장서JC
,,,대구광역시,,772,북달성
,,,대구광역시,,773,북다사
,,,경상북도 칠곡군,,774,남칠곡
,,,대구광역시,,775,동명동호
,,,대구광역시,,776,연경
,,,대구광역시,,777,파군재
,,,대구광역시,,779,율암
